,name,latitude,longitude,capacity,rackType,organisation,isSheltered,qr
7343,440067-2,1.304391,103.909329,18,RACKS,HDB,Y,MRP-00F4
7344,321102-2,1.32843,103.85095,9,RACKS,HDB,Y,NOV-0092
7345,530704-2,1.365323,103.889134,7,RACKS,HDB,Y,HOG-0301
7346,BUS STOP 43759,1.35584,103.736872,10,YELLOWBOX,,N,BKB-005C
7347,MACPHERSON MRT A,1.326603,103.889791,56,RACKS,MRT,N,GYL-00D9
7348,BUS STOP 93051,1.310667,103.918581,10,YELLOWBOX,,N,BDK-05A4
7349,760710-1,1.428186,103.827424,6,RACKS,HDB,Y,YSH-0653
7350,640859-2,1.349422,103.696124,8,RACKS,HDB,Y,JRW-035B
7351,BUS STOP 50301,1.315939,103.851818,13,YELLOWBOX,,N,KLG-000C
7352,730352-1,1.4316,103.78436,6,RACKS,HDB,Y,WLS-02D2
7353,570026-7,1.355936,103.840226,2,RACKS,HDB,Y,BIS-006A
7354,751104_3,1.450356,103.832145,6,RACKS,HDB,Y,SBW-02A7
7355,510408-2,1.373157,103.953628,12,RACKS,HDB,Y,PSR-0193
7356,683161_3,1.38057,103.758628,18,RACKS,HDB,Y,CCK-0380
7357,541269-3,1.383938,103.895626,5,RACKS,HDB,Y,SKG-00AB
7358,570265-1,1.358354,103.841948,5,RACKS,HDB,Y,BIS-0154
7359,520388-1,1.355264,103.958255,5,RACKS,HDB,Y,TPN-022F
7360,680448-1,1.380127,103.737283,10,RACKS,HDB,Y,CCK-01CC
7361,160140-1,1.278145,103.829649,4,RACKS,HDB,Y,BKM-0214
7362,BUS STOP 76179,1.351684,103.950575,10,YELLOWBOX,,N,TPN-06C5
7363,642217-1,1.349941,103.711004,5,RACKS,HDB,Y,JRW-041A
7364,543183-2,1.391133,103.908746,4,RACKS,HDB,Y,SKG-0435
7365,461061-2,1.322756,103.940748,10,RACKS,HDB,Y,BDK-043C
7366,530222-1,1.356278,103.883709,5,RACKS,HDB,Y,HOG-0152
7367,550522-1,1.372444,103.873423,3,RACKS,HDB,Y,SRG-0178
7368,560178-2,1.376425,103.836768,22,RACKS,HDB,Y,AMK-0057
7369,BUS STOP 43071,1.36516,103.766973,10,YELLOWBOX,,N,BKB-0258
7370,BEO CRESCENT BLOCK 44_YB,1.288774,103.826721,26,YELLOWBOX,,N,BKM-0281
7371,WOODLANDS STREET 83 BLOCK 867_YB,1.442165,103.793108,8,YELLOWBOX,,Y,WLS-019A
7372,TAMPINES AVENUE 4 BLOCK 945_YB,1.351385,103.940517,16,YELLOWBOX,,Y,TPN-0429
7373,ALJUNIED CRESCENT BLOCK 111_YB,1.320376,103.884486,6,YELLOWBOX,,Y,GYL-008F
7374,SAUJANA ROAD BLOCK 413_YB,1.382314,103.768902,10,YELLOWBOX,,Y,BPJ-0091
7375,760303-2,1.430356,103.839967,6,RACKS,HDB,Y,YSH-029B
7376,730844-3,1.443925,103.793181,16,RACKS,HDB,Y,WLS-044E
7377,640844-1,1.344854,103.692274,10,RACKS,HDB,Y,JRW-0337
7378,BUS STOP 67479,1.391963,103.880116,16,YELLOWBOX,,N,SKG-00B7
7379,CIRCUIT ROAD BLOCK 66A_YB,1.326144,103.887796,13,YELLOWBOX,,N,GYL-00A3
7380,470623-1,1.333626,103.916983,2,RACKS,HDB,Y,BDK-04EE
7381,753360-2,1.448684,103.814916,10,RACKS,HDB,Y,SBW-01FA
7382,680158-3,1.379659,103.757261,8,RACKS,HDB,Y,CCK-0370
7383,734782-1,1.448232,103.802811,10,RACKS,HDB,Y,WLS-04FF
7384,680130-2,1.381471,103.7504,10,RACKS,HDB,Y,CCK-0360
7385,600024-8,1.323456,103.738136,2,RACKS,HDB,Y,JRE-0092
7386,360003-2,1.33403,103.880157,5,RACKS,HDB,Y,TPY-027B
7387,460041-6,1.327438,103.926432,21,RACKS,HDB,Y,BDK-0056
7388,520230-6,1.343603,103.956142,12,RACKS,HDB,Y,TPN-012F
7389,640407-2,1.354892,103.721222,8,RACKS,HDB,Y,JRW-0191
7390,BUS STOP 46631,1.436779,103.789139,10,YELLOWBOX,,N,WLS-058E
7391,570206-1,1.355587,103.84788,4,RACKS,HDB,Y,BIS-00F1
7392,BUS STOP 42039,1.3346,103.787929,13,YELLOWBOX,,N,BKT-008C
7393,643197-2,1.343391,103.713791,4,RACKS,HDB,Y,JRW-048E
7394,600412-3,1.319687,103.746904,16,RACKS,HDB,Y,JRE-0244
7395,SENJA ROAD BLOCK 627_YB,1.385571,103.759456,10,YELLOWBOX,,Y,BPJ-0242
7396,391011-1,1.3082,103.882645,4,RACKS,HDB,Y,GYL-020B
7397,510223-1,1.370721,103.961523,7,RACKS,HDB,Y,PSR-011E
7398,641660-1,1.335824,103.704153,4,RACKS,HDB,Y,JRW-03CE
7399,543291-2,1.396238,103.898453,5,RACKS,HDB,Y,SKG-03C1
7400,520230-7,1.343247,103.955705,15,RACKS,HDB,Y,TPN-012E
7401,WOODLANDS CRESCENT BLOCK 788B_YB,1.443975,103.801227,11,YELLOWBOX,,Y,WLS-04BE
7402,WOODLANDS STREET 31 BLOCK 314_YB,1.431126,103.775816,16,YELLOWBOX,,Y,
7403,751502_3,1.451273,103.821173,8,RACKS,HDB,Y,SBW-0199
7404,540150-1,1.392235,103.906489,4,RACKS,HDB,Y,SKG-0129
7405,RIVERVALE DRIVE BLOCK 113_1,1.384143,103.902027,24,RACKS,HDB,N,SKG-0003
7406,643677-2,1.345411,103.70488,4,RACKS,HDB,Y,JRW-04B8
7407,683686-2,1.404654,103.748868,8,RACKS,HDB,Y,CCK-0076
7408,550109-2,1.369411,103.870049,8,RACKS,HDB,Y,SRG-00B9
7409,730428-1,1.426943,103.77284,6,RACKS,HDB,Y,WLS-0302
7410,210681-2,1.314029,103.855532,5,RACKS,HDB,Y,KLG-00D5
7411,562700-1,1.36957,103.845846,5,RACKS,HDB,Y,AMK-036A
7412,600374_2,1.349591,103.732596,12,RACKS,HDB,Y,JRE-021B
7413,520135-2,1.348284,103.956789,8,RACKS,HDB,Y,TPN-00C0
7414,TAMPINES STREET 33 BLOCK 341_YB,1.351203,103.961303,16,YELLOWBOX,,Y,TPN-01FB
7415,BUS STOP 82109,1.315179,103.893176,16,YELLOWBOX,,N,GYL-000C
7416,520140-2,1.347507,103.943377,12,RACKS,HDB,Y,TPN-044F
7417,520831-1,1.350042,103.934397,8,RACKS,HDB,Y,TPN-0350
7418,101090-1,1.277854,103.807204,4,RACKS,HDB,Y,BKM-014C
7419,650217-1,1.346755,103.754526,2,RACKS,HDB,Y,BKB-00B9
7420,600024-2,1.323584,103.737528,1,RACKS,HDB,Y,JRE-008D
7421,530023-3,1.364818,103.890545,5,RACKS,HDB,N,HOG-0111
7422,530233-1,1.357601,103.888167,2,RACKS,HDB,N,HOG-0157
7423,542174_1,1.386207,103.912259,24,RACKS,HDB,Y,SKG-06BE
7424,640525-3,1.347326,103.716613,7,RACKS,HDB,Y,JRW-023B
7425,HOUGANG AVENUE 6 BLOCK 422_YB,1.374643,103.893742,16,YELLOWBOX,,Y,HOG-0099
7426,640822-2,1.346817,103.693587,6,RACKS,HDB,Y,JRW-0319
7427,530687-1,1.376241,103.884937,6,RACKS,HDB,Y,HOG-006C
7428,HAIG ROAD BLOCK 5_YB,1.312543,103.896574,10,YELLOWBOX,,Y,GYL-02CD
7429,460020-4,1.319854,103.933629,5,RACKS,HDB,Y,BDK-0175
7430,822602-1,1.402994,103.906705,5,RACKS,HDB,Y,PGL-0031
7431,BUS STOP 97039,1.35556,103.969004,16,YELLOWBOX,,N,CGI-0001
7432,520837-5,1.350988,103.934283,10,RACKS,HDB,Y,TPN-035B
7433,380040-3,1.317479,103.876681,5,RACKS,HDB,Y,GYL-0164
7434,520387-1,1.355279,103.958561,4,RACKS,HDB,Y,TPN-004C
7435,BUS STOP 98141,1.375955,103.974099,8,YELLOWBOX,,N,
7436,440008-4,1.304595,103.916163,9,RACKS,HDB,Y,MRP-007D
7437,821602-2,1.403564,103.907093,5,RACKS,HDB,Y,PGL-01DB
7438,BUS STOP 59481,1.415436,103.836462,10,YELLOWBOX,,N,YSH-0603
7439,520701-3,1.356307,103.936608,9,RACKS,HDB,Y,TPN-06E4
7440,540113_3,1.384145,103.901889,8,RACKS,HDB,Y,SKG-067C
7441,791430-1,1.393876,103.878751,5,RACKS,HDB,Y,SKG-04C1
7442,JELAPANG ROAD BLOCK 533_YB,1.3849,103.763694,10,YELLOWBOX,,Y,BPJ-00EA
7443,460085-4,1.332,103.938371,34,RACKS,HDB,N,BDK-023D
7444,460411-1,1.328289,103.931625,5,RACKS,HDB,Y,BDK-0339
7445,461220-4,1.325611,103.933802,10,RACKS,HDB,Y,BDK-0318
7446,WOODLANDS RISE BLOCK 785A_YB,1.446514,103.804723,15,YELLOWBOX,,Y,WLS-0496
7447,CANBERRA MRT_3,1.442257,103.830155,96,RACKS,MRT,N,SBW-0264
7448,730033_4,1.443586,103.771636,16,RACKS,HDB,Y,WLS-064E
7449,600269-3,1.3415,103.745713,14,RACKS,HDB,Y,JRE-0192
7450,310213-3,1.34099,103.854158,12,RACKS,HDB,Y,TPY-0055
7451,440074-3,1.303862,103.907455,12,RACKS,HDB,Y,MRP-00FB
7452,120608-3,1.304273,103.766926,12,RACKS,HDB,Y,CMT-0124
7453,BUS STOP 16079,1.291515,103.770767,20,YELLOWBOX,,N,QST-006D
7454,650107-1,1.347894,103.746575,2,RACKS,HDB,Y,BKB-0067
7455,670505-2,1.383864,103.767176,5,RACKS,HDB,Y,BPJ-020A
7456,763315-2,1.432522,103.843138,22,RACKS,HDB,Y,YSH-056E
7457,CANBERRA ROAD BLOCK 353B_YB,1.450121,103.819291,14,YELLOWBOX,,Y,WLS-0642
7458,821326-1,1.412889,103.899237,8,RACKS,HDB,Y,PGL-01D0
7459,460078-4,1.327292,103.940834,15,RACKS,HDB,Y,BDK-021A
7460,ANG MO KIO AVENUE 4 BLOCK 177_YB,1.375988,103.837609,16,YELLOWBOX,,Y,AMK-0056
7461,470725-2,1.337621,103.928903,10,RACKS,HDB,Y,BDK-0528
7462,510199-4,1.366937,103.959477,14,RACKS,HDB,Y,
7463,CHOA CHU KANG AVENUE 4 BLOCK 431_YB,1.384059,103.741915,16,YELLOWBOX,,Y,CCK-00C8
7464,120702-1,1.307411,103.760759,8,RACKS,HDB,Y,CMT-017A
7465,470623-4,1.333733,103.91652,7,RACKS,HDB,Y,BDK-009D
7466,150038-3,1.288595,103.80969,10,RACKS,HDB,Y,BKM-017D
7467,682811-1,1.373391,103.745572,6,RACKS,HDB,Y,CCK-02E0
7468,140022-2,1.293659,103.799558,6,RACKS,HDB,Y,
7469,533988-1,1.38041,103.877402,6,RACKS,HDB,Y,HOG-03E8
7470,MARINE DRIVE BLOCK 76_YB,1.303014,103.907901,6,YELLOWBOX,,Y,MRP-0103
7471,310145-1,1.335123,103.846319,4,RACKS,HDB,Y,TPY-014B
7472,760203-1,1.430722,103.836466,6,RACKS,HDB,Y,YSH-0125
7473,760275-2,1.437727,103.838582,10,RACKS,HDB,Y,YSH-027B
7474,610351-4,1.338911,103.719748,10,RACKS,HDB,Y,JRW-0110
7475,750326-1,1.444653,103.819124,5,RACKS,HDB,Y,SBW-0101
7476,510221-1,1.370246,103.961841,12,RACKS,HDB,Y,PSR-011A
7477,YISHUN RING ROAD BLOCK 345_YB,1.428499,103.843894,10,YELLOWBOX,,Y,YSH-02D7
7478,390095-1,1.308295,103.887405,6,RACKS,HDB,N,GYL-0201
7479,PANDAN RESERVOIR CARPARK,1.31976,103.736752,13,RACKS,PUB,N,JRE-0273
7480,530117-1,1.353479,103.888182,8,RACKS,HDB,Y,HOG-0120
7481,460215-1,1.326343,103.933696,5,RACKS,HDB,Y,BDK-0315
7482,560565-1,1.369469,103.85832,5,RACKS,HDB,Y,AMK-02B0
7483,541223-1,1.388077,103.897391,4,RACKS,HDB,Y,SKG-01A9
7484,823268-3,1.403471,103.897781,8,RACKS,HDB,Y,PGL-04C0
7485,BUS STOP 93021_R,1.308676,103.9242,26,YELLOWBOX,,N,BDK-05B9
7486,542312-2,1.391649,103.885394,8,RACKS,HDB,Y,SKG-021B
7487,643197-4,1.343584,103.713753,6,RACKS,HDB,Y,JRW-0490
7488,LORONG 7 TOA PAYOH BLOCK 15_YB,1.335986,103.858693,16,YELLOWBOX,,N,TPY-0022
7489,751128-1,1.445639,103.833004,20,RACKS,HDB,Y,SBW-0177
7490,510103-3,1.367654,103.958512,10,RACKS,HDB,Y,PSR-0069
7491,560604-3,1.380027,103.836208,16,RACKS,HDB,Y,AMK-02D3
7492,543180-4,1.389731,103.909624,6,RACKS,HDB,Y,SKG-035C
7493,HOUGANG AVENUE 5 BLOCK 361_YB,1.369563,103.89602,13,YELLOWBOX,,Y,HOG-04B8
7494,680280-3,1.380953,103.743289,18,RACKS,HDB,Y,CCK-019A
7495,YISHUN RING ROAD BLOCK 331_YB,1.430469,103.843083,10,YELLOWBOX,,Y,YSH-02CD
7496,560617-1,1.377753,103.837983,4,RACKS,HDB,Y,AMK-00A4
7497,BUS STOP 92131,1.308768,103.910812,10,YELLOWBOX,,N,BDK-059F
7498,541277-3,1.381758,103.894377,8,RACKS,HDB,Y,SKG-01D0
7499,HOUGANG MRT C2,1.372192,103.891976,34,RACKS,MRT,N,HOG-00F3
7500,683803-1,1.373555,103.744033,9,RACKS,HDB,Y,CCK-02FF
7501,500004-2,1.38917,103.987322,4,RACKS,HDB,N,CGI-0020
7502,751508-1,1.452409,103.820487,6,RACKS,HDB,Y,SBW-01A0
7503,730514_4,1.434596,103.789566,18,RACKS,HDB,Y,WLS-05B9
7504,BUS STOP 44379,1.373537,103.772929,13,YELLOWBOX,,N,BPJ-013B
7505,674547-1,1.388905,103.769076,5,RACKS,HDB,Y,BPJ-027D
7506,760604-1,1.42168,103.835324,4,RACKS,HDB,Y,YSH-0371
7507,640186-1,1.345804,103.710905,12,RACKS,HDB,N,JRW-015E
7508,821301-2,1.404264,103.906321,5,RACKS,HDB,Y,PGL-01BC
7509,BUKIT BATOK WEST AVENUE 7 BLOCK 404_YB,1.365517,103.745014,16,YELLOWBOX,,Y,BKB-0149
7510,090022-1,1.276584,103.819759,2,RACKS,HDB,Y,BKM-00E4
7511,461807-1,1.327194,103.923379,5,RACKS,HDB,Y,BDK-0050
7512,670479-2,1.389628,103.772771,5,RACKS,HDB,Y,BPJ-00C4
7513,541258-3,1.393199,103.896788,12,RACKS,HDB,Y,SKG-01B9
7514,WOODLANDS DRIVE 16 BLOCK 583_YB,1.430337,103.795413,10,YELLOWBOX,,Y,WLS-01D4
7515,WEST COAST PARK (PLAYGROUND),1.296721,103.762374,5,RACKS,NPARKS,N,QST-008A
7516,460076-1,1.328259,103.941774,10,RACKS,HDB,Y,BDK-0214
7517,080109-2,1.273971,103.836741,6,RACKS,HDB,Y,BKM-00CA
7518,510275-1,1.364573,103.964999,10,RACKS,HDB,Y,PSR-0186
7519,653438_1,1.3577,103.73962,4,RACKS,HDB,Y,BKB-02C7
7520,WOODLANDS AVENUE 6 BLOCK 680_YB,1.439449,103.802249,8,YELLOWBOX,,N,WLS-0168
7521,SUNGEI BULOH WETLAND RESERVE (DROP OFF POINT),1.439617,103.734092,5,RACKS,NPARKS,N,LCK-0001
7522,640713-2,1.343353,103.696327,10,RACKS,HDB,Y,JRW-02C0
7523,BUS STOP 43361,1.346953,103.743463,10,YELLOWBOX,,N,BKB-02E8
7524,320007-1,1.323659,103.858878,5,RACKS,HDB,Y,KLG-00F7
7525,550257-1,1.35517,103.871864,4,RACKS,HDB,Y,SRG-0114
7526,CHIN BEE AVENUE,1.33324,103.711682,10,YELLOWBOX,,N,JRW-00AB
7527,BUS STOP 96191,1.342708,103.95782,28,YELLOWBOX,,N,TPN-0019
7528,BUKIT BATOK MRT B1,1.349147,103.749842,78,RACKS,MRT,N,BKB-0059
7529,600227-1,1.341774,103.736157,3,RACKS,HDB,Y,JRE-012B
7530,510760-1,1.376364,103.933371,5,RACKS,HDB,Y,PSR-0344
7531,520130-2,1.346069,103.954636,8,RACKS,HDB,Y,TPN-00B9
7532,PETIR ROAD BLOCK 146_YB,1.375505,103.766266,13,YELLOWBOX,,Y,BPJ-002F
7533,BUS STOP 66551,1.381796,103.881427,10,YELLOWBOX,,N,HOG-044F
7534,570308-1,1.350522,103.837524,2,RACKS,HDB,Y,BIS-0195
7535,YISHUN AVENUE 9 BLOCK 305_YB,1.430754,103.839711,10,YELLOWBOX,,Y,YSH-0149
7536,820299-2,1.40279,103.905252,4,RACKS,HDB,Y,PGL-00FC
7537,410667-1,1.333712,103.909072,6,RACKS,HDB,Y,BDK-0129
7538,510534-1,1.370395,103.950635,6,RACKS,HDB,Y,PSR-0264
7539,570259_2,1.360077,103.842043,12,RACKS,HDB,Y,BIS-012C
7540,461154-1,1.318302,103.946569,8,RACKS,HDB,Y,BDK-0631
7541,HOUGANG AVENUE 4 BLOCK 578_YB,1.379009,103.885406,10,YELLOWBOX,,Y,HOG-026F
7542,760612-2,1.420585,103.835214,10,RACKS,HDB,Y,YSH-037E
7543,560113-1,1.37171,103.836094,5,RACKS,HDB,Y,AMK-00ED
7544,MARINE CRESCENT BLOCK 44_YB,1.304848,103.913125,6,YELLOWBOX,,N,MRP-00BA
7545,561310-8,1.365027,103.843725,3,RACKS,HDB,Y,AMK-0334
7546,760781-1,1.422189,103.832061,5,RACKS,HDB,Y,YSH-043B
7547,793416-4,1.389885,103.880335,7,RACKS,HDB,Y,SKG-05C6
7548,BENDEMEER ROAD BLOCK 38B_YB,1.320835,103.866986,10,YELLOWBOX,,Y,KLG-0031
7549,BUS STOP 57069,1.41967,103.824771,11,YELLOWBOX,,N,
7550,SHUNFU ROAD BLOCK 312_B_YB,1.351239,103.838201,16,YELLOWBOX,,Y,BIS-002D
7551,COMPASSVALE BOW BLOCK 278B_YB,1.382037,103.890572,16,YELLOWBOX,,N,SKG-00B6
7552,TEMASEK POLY CARPARK C,1.345982,103.933798,14,RACKS,TEMASEK POLY,N,TPN-0677
7553,BUS STOP 22401,1.310135,103.697076,13,YELLOWBOX,,N,BLY-0004
7554,363214_1,1.343679,103.876166,14,RACKS,HDB,Y,TPY-0336
7555,120373-1,1.31942,103.767479,12,RACKS,HDB,Y,CMT-00BE
7556,532699-1,1.376699,103.888273,5,RACKS,HDB,Y,HOG-03BA
7557,537981-3,1.380509,103.879411,4,RACKS,HDB,Y,HOG-03FA
7558,521114-1,1.345968,103.946546,5,RACKS,HDB,Y,TPN-0447
7559,161057-1,1.290119,103.828565,3,RACKS,HDB,Y,BKM-0264
7560,560343-1,1.36838,103.848807,16,RACKS,HDB,Y,AMK-01BF
7561,080107-1,1.273526,103.83501,6,RACKS,HDB,Y,BKM-00C6
7562,BUS STOP 18011,1.280978,103.802,10,YELLOWBOX,,N,QST-01CF
7563,320083-1,1.323606,103.857113,4,RACKS,HDB,Y,NOV-0013
7564,BUS STOP 46321,1.434631,103.786815,10,YELLOWBOX,,N,WLS-0553
7565,760751-2,1.427617,103.834221,6,RACKS,HDB,Y,YSH-041A
7566,792406-3,1.388455,103.874248,9,RACKS,HDB,Y,SKG-0528
7567,KIM KEAT AVENUE BLOCK 255_YB,1.331548,103.857797,16,YELLOWBOX,,Y,TPY-0027
7568,600030-4,1.320798,103.739168,9,RACKS,HDB,Y,JRE-0096
7569,650111-1,1.348491,103.745878,4,RACKS,HDB,Y,BKB-0069
7570,821271-1,1.403658,103.900565,8,RACKS,HDB,Y,PGL-01AB
7571,570406-1,1.363117,103.833746,4,RACKS,HDB,Y,BIS-01AD
7572,640856-5,1.347339,103.696657,16,RACKS,HDB,Y,JRW-0354
7573,763334-1,1.43267,103.846474,3,RACKS,HDB,Y,YSH-05DB
7574,824196-1,1.399544,103.907298,6,RACKS,HDB,Y,PGL-03A1
7575,541269-5,1.383744,103.895463,8,RACKS,HDB,Y,SKG-01C8
7576,CHOA CHU KANG CRESCENT BLOCK 684D_YB,1.404692,103.74704,10,YELLOWBOX,,Y,CCK-0071
7577,640207-1,1.346592,103.713446,6,RACKS,HDB,Y,JRW-0168
7578,310200-1,1.341539,103.851069,8,RACKS,HDB,Y,TPY-018F
7579,JALAN TIGA BLOCK 47_YB,1.308707,103.884961,6,YELLOWBOX,,Y,GYL-01ED
7580,560606-1,1.379202,103.836572,8,RACKS,HDB,Y,AMK-02D7
7581,680557-3,1.395698,103.744721,9,RACKS,HDB,Y,CCK-021A
7582,734781_2,1.448557,103.802614,10,RACKS,HDB,Y,WDL-0025
7583,821679-2,1.406141,103.908283,20,RACKS,HDB,Y,PGL-023D
7584,MARSILING RISE BLOCK 123_YB,1.439187,103.779434,16,YELLOWBOX,,Y,WLS-003A
7585,730344-1,1.43201,103.780309,12,RACKS,HDB,Y,WLS-02CB
7586,310037-5,1.334542,103.85556,6,RACKS,HDB,Y,TPY-00CF
7587,380017-1,1.31539,103.87194,6,RACKS,HDB,N,KLG-01E2
7588,760362-1,1.428516,103.84482,10,RACKS,HDB,Y,YSH-02F9
7589,641664-5,1.338886,103.703214,6,RACKS,HDB,Y,JRW-0616
7590,543225-1,1.388725,103.899051,5,RACKS,HDB,Y,SKG-0381
7591,600401-1,1.320453,103.75037,5,RACKS,HDB,Y,JRE-021C
7592,CHOA CHU KANG CRESCENT BLOCK 685C_YB,1.403524,103.748847,10,YELLOWBOX,,Y,CCK-02F3
7593,090025-2,1.276388,103.819142,2,RACKS,HDB,Y,BKM-00E9
7594,520470-1,1.360792,103.954843,8,RACKS,HDB,Y,TPN-02B0
7595,560586-1,1.370289,103.853575,4,RACKS,HDB,Y,AMK-02C7
7596,600314-2,1.346778,103.733021,8,RACKS,HDB,Y,JRE-02C4
7597,544250-3,1.39306,103.899907,8,RACKS,HDB,Y,SKG-044D
7598,641676-4,1.345825,103.70463,5,RACKS,HDB,Y,JRW-03EB
7599,824201-2,1.399728,103.903452,5,RACKS,HDB,Y,PGL-0470
7600,YISHUN AVENUE 9 BLOCK 247_YB,1.434804,103.841847,10,YELLOWBOX,,Y,YSH-025A
7601,464029-14,1.324023,103.936794,10,RACKS,HDB,Y,BDK-0480
7602,BUS STOP 16211,1.279426,103.783565,10,YELLOWBOX,,N,QST-01E8
7603,400312-1,1.329873,103.903633,8,RACKS,HDB,N,GYL-0265
7604,792470-9,1.396921,103.880147,9,RACKS,HDB,Y,SKG-059B
7605,544122-2,1.387426,103.905885,5,RACKS,HDB,N,SKG-00A3
7606,ADMIRALTY LINK BLOCK 491_YB,1.45604,103.817795,26,YELLOWBOX,,Y,SBW-0073
7607,410108-1,1.324555,103.909957,4,RACKS,HDB,Y,BDK-00F5
7608,671549-1,1.389874,103.768445,7,RACKS,HDB,Y,BPJ-02D0
7609,410642-2,1.331155,103.905474,5,RACKS,HDB,Y,BDK-0110
7610,750421-1,1.453123,103.818728,13,RACKS,HDB,Y,SBW-0135
7611,120348-1,1.316778,103.770998,8,RACKS,HDB,Y,CMT-0012
7612,520283-1,1.348647,103.952936,10,RACKS,HDB,Y,TPN-01B5
7613,ANG MO KIO STREET 52 BLOCK 525_YB,1.372522,103.854152,11,YELLOWBOX,,Y,AMK-0005
7614,BUS STOP 28661,1.336579,103.748576,10,YELLOWBOX,,N,JRE-0045
7615,600264-6,1.343699,103.74134,6,RACKS,HDB,Y,JRE-0182
7616,543326-4,1.395819,103.887937,14,RACKS,HDB,Y,SKG-040C
7617,312101-2,1.339465,103.847595,5,RACKS,HDB,Y,TPY-024D
7618,BOON LAY DRIVE BLOCK 204_YB,1.344212,103.715039,23,YELLOWBOX,,N,JRW-0543
7619,523876-3,1.353441,103.93055,10,RACKS,HDB,Y,TPN-0762
7620,542286-2,1.397512,103.895525,3,RACKS,HDB,Y,SKG-02C1
7621,760162-1,1.432845,103.832554,3,RACKS,HDB,Y,YSH-0200
7622,643275-1,1.35343,103.702676,1,RACKS,HDB,Y,JRW-0499
7623,310173-1,1.330039,103.842423,6,RACKS,HDB,Y,TPY-0175
7624,730586-1,1.428615,103.794548,4,RACKS,HDB,Y,WLS-034F
7625,BUS STOP 95169,1.372288,104.004741,10,YELLOWBOX,,N,CGI-0013
7626,460428-6,1.329441,103.927163,8,RACKS,HDB,Y,BDK-0374
7627,BUKIT BATOK STREET 24 BLOCK 291A_YB,1.343659,103.75615,13,YELLOWBOX,,Y,BKB-0034
7628,522494-1,1.363174,103.952542,5,RACKS,HDB,Y,TPN-0517
7629,CLEMENTI AVENUE 3 BLOCK 434_YB,1.314555,103.761599,6,YELLOWBOX,,Y,CMT-0021
7630,510113-2,1.36807,103.955651,10,RACKS,HDB,Y,PSR-0081
7631,793435-4,1.393766,103.876924,8,RACKS,HDB,Y,SKG-05D2
7632,521489-3,1.361126,103.95771,8,RACKS,HDB,Y,TPN-050B
7633,EUNOS MRT B1,1.319961,103.902963,238,RACKS,MRT,N,GYL-00EB
7634,TANJONG PAGAR MRT A,1.276344,103.844874,76,RACKS,MRT,N,DTC-001D
7635,CHOA CHU KANG CENTRAL BLOCK 237_YB,1.379449,103.748386,12,YELLOWBOX,,Y,CCK-018F
7636,CANTONMENT CLOSE BLOCK 9_YB,1.275376,103.839333,14,YELLOWBOX,,Y,BKM-00A5
7637,824126-1,1.393864,103.911292,10,RACKS,HDB,Y,PGL-0458
7638,653448-4,1.352908,103.741273,16,RACKS,HDB,Y,BKB-0207
7639,541228-2,1.387652,103.901421,4,RACKS,HDB,N,SKG-01B4
7640,550516-1,1.371371,103.873209,4,RACKS,HDB,Y,SRG-0183
7641,BUS STOP 78221,1.373983,103.961142,10,YELLOWBOX,,N,PSR-03AC
7642,BUANGKOK CRESCENT BLOCK 988A_A_YB,1.379517,103.87733,7,YELLOWBOX,,Y,HOG-00E4
7643,PUNGGOL MRT A6,1.405901,103.903019,22,RACKS,MRT,Y,PGL-04D8
7644,560334-2,1.363763,103.850775,5,RACKS,HDB,Y,AMK-01B4
7645,520391-2,1.355848,103.958179,5,RACKS,HDB,Y,TPN-0235
7646,600101-2,1.336743,103.738408,12,RACKS,HDB,Y,JRE-00E0
7647,390001-2,1.308006,103.883088,4,RACKS,HDB,Y,GYL-01D9
7648,CHOA CHU KANG AVENUE 5 BLOCK 489D_YB,1.376149,103.740332,16,YELLOWBOX,,Y,CCK-0310
7649,BUS STOP 75149,1.356153,103.933385,10,YELLOWBOX,,N,TPN-0668
7650,LOYANG DRIVE JUNCTION,1.376488,103.968381,10,YELLOWBOX,,N,
7651,LENGKONG TIGA BLOCK 112_YB,1.323625,103.911203,6,YELLOWBOX,,Y,BDK-0066
7652,820130-3,1.393483,103.910037,16,RACKS,HDB,Y,PGL-00B1
7653,600272-2,1.342134,103.745748,4,RACKS,HDB,Y,JRE-019C
7654,510233-1,1.374601,103.96205,5,RACKS,HDB,Y,PSR-013B
7655,560117-1,1.373588,103.835765,10,RACKS,HDB,Y,AMK-0044
7656,542307-4,1.38965,103.887603,6,RACKS,HDB,Y,SKG-02FC
7657,163118-2,1.282457,103.826284,6,RACKS,HDB,Y,BKM-0292
7658,MEI LING STREET BLOCK 150_YB,1.294909,103.803308,15,YELLOWBOX,,Y,QST-0131
7659,560411-1,1.363491,103.855015,12,RACKS,HDB,Y,AMK-01E0
7660,PUNGGOL FIELD BLOCK 128A_2,1.39365,103.912137,14,RACKS,HDB,Y,PGL-001C
7661,BUS STOP 60261,1.331521,103.868967,13,YELLOWBOX,,N,TPY-0009
7662,730358-1,1.433634,103.783822,4,RACKS,HDB,Y,WLS-02DA
7663,752350-1,1.449994,103.820734,9,RACKS,HDB,Y,SBW-01C2
7664,753132A-2,1.443389,103.831251,8,RACKS,HDB,Y,SBW-026D
7665,823208-1,1.400989,103.901229,8,RACKS,HDB,Y,PGL-03A9
